text,label
"my daughter was 2 yrs she went up to a colt tried to hit it. it turned on her and kicked her over the heart, sent her flying through the air. i left my mother and sister to deal to her as they are nurses. i felt i did not want to know if she was going to die, it was just too much.",2
"i went to the prayer meeting at night and unfortunately the car broke down, so my other sister said i had to walk alone from ndirande to chirimba at around midnight. so we reached home at 1 am. i was afraid of robbers and dardness.",2
my cat died from an illness. it had been with us for 7 years. it was a lovely cat. it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying.,5
i passed an exam which i thought i had failed.,4
a young girl tried to put an end to her life because of lover's grief not until she was in hospital i heard that i had been the reason for her action.,3
boyfriend doing cleaning in situation where it was my job to do it. later snapped at him over trivial thing. he looked downcast. i felt guilty he is just done all that work for me .,3
someone asked me to do something and i made up an excuse and said no. i then went and did not the same thing with someone else and hoped the first person never found out.,3
"at having an argument with a stranger, in the street.",0
i felt a sense of shame when i compromised a colleague of mine. i got an information from him which i quite out of place shared with another colleague of mine and it resulted in an unpleasant consequence for him.,6
"i felt shame and i could not look into my teacher's eyes, after not attending his lectures.",6
"i was captain of the school swimming team. the team was only two points in front before the last relay. we won the relay, which i swam in, and thus my team won the championship.",4
i felt disgusted when i was in a helpless position at the loss of my fiancee.,1
i was made a very sharp remark at a rehearsal.,6
traveling as the only female in a railway carriage in the middle of the night in italy.,2
a friend gave me a lift and we met a road block. he tried to turn back when an officer shouted at us to stop. my friend took a turn suddenly and the officer raised his gun but by the time we were gone.,2
"on my birthday, when a very close friend sent me a huge bouquet of flowers.",4
"i was carried away while talking about my visits abroad and i tended to boast a little, till i realized that the listener was amused.",6
when i entered the dissecting room for the first time. i think i felt disgusted mainly because of the bad smell of formaline.,1
when i moved away from home.,3
i returned home late from a party last night and i felt afraid trying to anticipate the reaction of my father.,2
it happened in a tram some older people started to grumble about the young people just because i had not immediately left my seat to them.,0
jealous of my husband's old girlfriend. we met her with her husband and there was a lot of reminiscing.,0
finding out that my health condition may be against my attending university lectures.,2
"i had not written to, or called my grandmother, who was lonely, for a long time. my mother asked me to call her on her behalf and when i did so, my grandmother was delighted and she told me that she had been waiting for some news from us.",3
doing poorly on a midterm.,1
"during a family reunion, they started talking about me wearing an ear ring.",6
"when i got admission in m.sc i organic chemistry, i was very happy.",4
my parents failed to visit me as they promised.,5
saw my father with that woman he is married to now.,1
getting a low grade on my physics midterm.,1
diagnosis that i have a stomache ulcer.,2
when i felt powerless to help the poor or when i do not know how to.,5
while dancing in a restaurant last week.,4
"i was rock climbing and absailing felt ok, but suddenly as i was going over the cliff i was hit by fear i could not go on absailing down the cliff and had to be actually hauled back up it.",2
"the day that there was a black out in the city, and i was in an exposition, i felt fear that something more serious was happening, like a revolution for example.",2
"when i was fighting with my elder brother i unintentionally hurt him in the eye with a wooden bar. i felt guilty and feared that he would be blind, fortunately he recovered after 15 days.",3
"when i passed the driving test already on the first try, although i felt more and more uncertain as the day came near.",4
i left a boy with whom i was going around without giving him any explanations.,3
"i was walking in the wood at night with my boyfriend. very romantic. suddenly i heard a car driving very slowly with the lights out, it looked as if they were looking for something.",2
when an old schoolfriend phoned me to arrange an appointment to talk about old memories. i had not seen him for 8 years.,4
during my childhood when i could not get what i wanted from my brother sister and parents.,0
"i allowed my little brother to clean the bathroom in his own way. my mother came and saw the floor overflowed with water, slapped my brother in the face and told him to go to bed immediately.",3
"when i decided to move away from my parent's home, my mother told me that it was as if a part of her had been torn out of her.",3
when my co resident opened the bathroom door while i was bathing inside.,6
i got 100 fim too much when i changed money at the bank. they soon called me at my job and the situation was embarrasing for me.,3
meddlesomeness of my mother about the way i live. she thinks i am to free in my behavior for instance when a boyfriend stays the night.,0
the day i learnt that my girlfriend had been going around with a close friend of mine.,6
my girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk. what is more she drove home and could not remember doing so. i was disgusted by her state and her actions.,1
"when i wanted to talk to someone i liked and whom i have been told likes me by his brother and even by himself however he avoids any confrontation, and is vague.",0
when i was going to take the practical exams.,2
i was furious when the teacher pointed out in class that i was the quietest girl in class.,0
they wanted me to pay for a ticket twice because they said that the one i had was out of date.,0
i saw a friend's husband with another woman.,1
emptied a bucket of water in a hospital.,6
finding out that old and useless practitioners of retirement age will go to your english lectures and they do not understand english.,1
when i learnt that a boy i liked had been with a girl for three years.,5
i ignored and offended my parents on the eve of the new year.,3
when i ate my sister's food and then she found out that it was me. i felt very ashamed but still refused to admit that it was me.,6
"two little children 5 6 years old begging for money, and noone gave them money.",5
last year i went to see friends in yugoslavia two girls with whom i get along very well.,4
when i saw a man who had not the lower .... in a car exhibition. he was passing a handkerchief from inside to outside of his mouth.,1
when my library books were overdue and i did not have the money to pay for them.,3
the day i heard that i passed the high school exam.,4
when i got fired from a job because i gave a discount to a friend.,3
during military service a superior reproached me unjustly. this led to friction in a lot of situations.,0
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving. i felt that someone was in the house.,2
i was at home alone and my mother had asked me to heat the house. i put too much fuel into the stove. it began to glow and there was a noise in the whole house as if it was going to explode.,2
when i understood i was admitted to the sofia university.,4
i have done the teachers training course b.ed . during our training i was asked to handle the ninth standard class in a boys school. i was scared to face the class the first day.,2
when i proposed love to a girl and she turned me down.,6
i had gone for a medical check up at the you.t.h and failed to make it back on time for the c119 practical sessions at 1400 hours last academic year.,2
i had arranged with a friend to go with him to carinthia by car. we had arranged a place where to meet. i was a bit late and my friend had left already. i had no money to go by train. i nearly started to cry because i was so angry it was very important for me to go to carinthia.,0
i could not be with a girl on whom i was very keen.,5
losing a boyfriend for the second time to my friend. he fell in love with her. the same thing happened a few months earlier with another boyfriend.,5
not being alowed on a school camp with the class i would been in for 11 years i had stayed down due to illness,0
people spitting in railway stations.,1
doing anatomy alone for the first time.,2
i did not reply to my friend's letter in time.,3
i felt guilty when i thought that i was still not standing on my own feet.,3
a close married friend has just had his first child.,4
the day i left my first girlfriend.,5
"when i saw the list of books to read for an acccouting course, i thought oh god how will i ever manaage it!",5
when i found out that i had failed to pass my exams during the term by one point. the fact that exactly the same thing had happened last term did not help.,5
"i thought i would be able to use the mangle of the house, and so i did not want any help. however, i blocked it and i had to get the janitor to help me out. he reproached me for not having followed the instructions",6
during my highschool time i was chairman of the student's comitee. in this function i once had to make a speech to a large audience and i was very nervous. after three sentences i forgot my text.,6
"i was spending my summer holidays in a village. my friend and i were coming back from a discotheque at night and we heard a noise from an alley. we were very scared and we got into my friend's house. a moment later, an unknown car picked up a person from this alley.",2
"that my brother and father are into alcohol, two men with priviledge. not using it positively.",6
"i do not like one of our neighbours as they are very selfish. whenever they want something or need help they come to see us, otherwise they do not even bother about people who live next to them.",1
talking about someone behind their back.,3
once a person in authority school teacher was telling blatant lies about me and the headmistress would not let me defend myself. she was also telling lies about other members of my family.,0
i liked a boy and i would feel shy and then blush. the more i wanted to avoid it the more i blushed.,6
when i met my new girlfriend with another man in the street.,0
saw in the tv south korea cheating in the asian olympic games.,0
when i found out that my father had lung cancer and they did not know how long he would live.,2
due to some reasons my boyfriend and i decided to separate.,5
from the fact that my husband and i are not in good terms.,5
when a friend and me played a joke on our boyfriends. her boyfriend came up and accused me of having planned the whole thing and said that i did not deserve my boyfriend. he embarassed me in front of a crowd.,0
getting separated from my family for a week caused me a sense of sadness.,5
an out patient asked me to read for him a certain prescription but i was unable to do so. the patient was dissappointed and lost hope in me.,6
to fight with a sister and to know that she does not care.,5
i refused to lend my homework to a friend.,3
the day some friends of mine and i decided to go to galicia on holiday.,4
"when i was tired and unmotivated, i shouted at my girlfriend and and brought up negative sides of her character which are actually not so important.",6
when excuses are necessary and i get out of doing it myself.,3
a friend told me that he had suffered in love and in academics. i shared his sadness.,5
when i got a letter offering me the summer job that i had applied for.,4
a too eager approach by a dirty drunken person in a bus.,1
"i was listening to a priest in church saying how sinful man was, and how all men should renounce their desires and pleasures to please god. i could never understand how something that brings you joy could be a sin.",1
a close relative of mine died in a serious car accident. i was one of the first two people to see the corpse and i had to do it. before going in to see it i was afraid as it was the first time that i was seeing a corpse.,2
introducing myself at a first tutorial this year at university.,2
i got my driving licence after they had frightened me with it is difficulty.,4
joy at meeting a woman i love very much.,4
going to chico to visit a friend.,4
"when i finally managed to get a specific sound from my guitar, after baving tried for a long time.",4
i felt the above condition when i took my brother's bicycle to a market and unfortunately the bicycle was stolen and i did not know how i could tell the owner about the stolen bicycle.,2
when i left a man in whom i really believed.,5
when i saw a horrible movie alien.,2
a sour looking man was beating his thin dog in remuera.,1
"i had, by being silent, disapproved my love and made him unhappy. he had not been able to keep his promise. i thus was thinking about my own conduct towards another person.",3
when i won a trip to greece in a competition.,4
an old lady slipped and nobody helped her.,0
when i failed to answer a simple question.,6
i forgot that the course instructor had directed us to go for special classes after the usual class hours. i missed this the first day and when he asked me about it the next day i said that i had forgotten.,6
"i went to the ballet lessons with a little friend in the dark. on a very quiet place a boy approached us from behind and asked at what time the lesson would be finished. i gave him an avoiding answer, he took me up and wanted to run away with me.",2
leaving high school.,5
i was in grade 7. we had an inter house volley ball competition. in luapula i was the youngest member of the team and i scored the winning goal using my head. i jumped up with joy and fell down.,4
unknown person knocking repeatedly on backdoor when no one else was at home.,2
aticle published.,4
"at my native place i was riding my cycle, which did not have lights, at night and so a police man caught me. i requested him to let me go but he would not so after a few minutes i just escaped.",3
i took french leave to do my homework.,3
i felt disgust with alcohol in general when a close friend of mine got so drunk that he did not realize what he was doing and it was quite shameful.,1
"when it suddenly appeared that our dog was dangerously ill and probably would die. we had not expected this because he was always very healthy. fortunately he survived because we, in turn, gave him medicines during the night.",5
"when i was attending an authorized demonstrationand the police rushed brutally at the demonstrators, without any warning.",2
"a few monthe ago, when my brother's wife told me that i had bad manners. to make matters worse she did not let me use their telephone as she only allowed people of her own tribe.",0
the physical appearance of a meal.,1
when i got permission to study at a place which was far away from my home.,4
deliberately provoked by someone close. angered by the deliberation not the provocation.,0
a friend of mine travelled very far. i miss her but feel joy too because fer life is taking the right direction as she wants. so i feel joy for her mainly.,4
telling friends about how my parents had been treating my brothers and sisters unfairly.,6
i have experienced disgust with some people usually double dealers.,1
when a crawling child got burnt because of my negligence to keep the child away from the fire.,3
i felt very happy when i won the football pools.,4
at work a boy was injured because of my lack of supervision.,3
"three weeks ago a friend of mine bid me good bye before going abroad. i felt happy for her as she was achieving something by making the trip, but i also felt sad as i would not be seeing her for a long time.",5
"i live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me. i was really angry, told him to get out. he was surprised, hesitated i started to move towards him and he backed off kept telling him loudly, but firmly to go. because i would got the initiative, i succeeded. a very powerful message.",0
"in my penultimate job i was responsible of a sections with several employers, after several years of dedication i was dismissed by a new chef, saying that i was incompetent.",5
one day i was supposed to go to a movie with my boyfriend. in the morning i went to see my auntie and i did not come back up to evening.,6
it was when my father was taken into detention by the cids for two years for a reason i do not know up to now.,5
during military service i heard the story of someone who tried to commit suicide and as a result of this got a week custody.,1
"on my second plane trip, we ran into unexpected turbulence.",2
"my mother was always fastidious about my room, bed time, etc. she treated us strictly and punished us physically. these things were intolerable.",1
"as a child, one evening i had read a novel about ghosts and i had thus spent a sleepless night as i kept feeling that there were ghosts dancing around me.",2
i am afraid if i will finish the term.,2
i felt shame when i saw someone i knew and pretended not to see her. later she saw me and said hi.,6
the discovery that one has only thought of oneself.,6
cleaning the bathroom of my apt. and realizing my roommate who had lived there all summer by himself had never cleaned the place.,1
the same as in shame .,3
i was walking through a thick forest and there was a big snake at a distance of about four metres.,2
my uncle was beaten by his troublesome son. he fell unconscious and gained consciousness after some time. that time i was at school this news reached me through someone.,5
"on a trip i passed by a cellulose factory. it was a fine day, beautiful landscape i observed this factory with disgust.",1
about a dozen girls laughed at me and i was sure that there was nothing wrong with me.,6
i was crossing the street together with some colleagues of mine when i suddenly found myself almost under the wheels of a truck.,2
"at school, i did not tell the teacher that it was me who had laughed, and she punished the entire class by making them stay behind for one hour.",3
a neighbour's girl had disappeared and many people were looking for her. someone had gone to notify the police. something had certainly happened to her.,2
fear from the unknown. i felt fear when i sat for the entrance examinations.,2
i passed on some gossip that was untrue and because two friends to have a fight who were already experiencing difficulties with each other.,6
when my uncle died.,5
saw a real party leader.,1
"when i have suffered a terrible fit of eating, that frequently occurs. then i eat everything, i act like a glutton i eat big amounts of food, sometimes even half a loaf.",6
when i whatched a horror film on a friday 13th.,2
i was very sad when i heard that my uncle had passed away untimely at home.,5
"my friend has to go on field trips, he just told me.",5
"at a party, several comments were made about the personal situation of one of the people present. she was rather affected and uncomfortable.",3
finding out that china is still backward in science.,5
i felt joy when i passed my malawi school certificate of education.,4
being rude to somebody who was impolite to me.,6
a fear of lack of personal powers.,2
my older brother who gives me unwanted advices about problems in my relationship with my girlfriend.,0
selling the appartment after my divorce.,3
someone told me he was chosen for the english lectures because he was a good friend of the class leader.,1
peeping.,3
i was overwhelmed with joy when i received the acceptance letter to unza. this happened again when i passed all my first year courses.,4
"when my mother found a leaf of my diary where i had written about my mother's lack of education, especially her poor arithmetical insight.",6
i overturned in a canoe a few years back and i did not know how to swim. although i had a life jacket on i still panicked.,2
"an item which belonged to a friend of mine was missing. i had taken it earlier and i thought that i had returnrd it so when he asked me for it i stubbornly refused having it. later when i looked for it, i found it in my room.",3
my friend told me he really likes me.,4
when i vomitted a lump of blood.,1
a letter from my boyfriend began in such a way that i thought he was going to end our relationship. i was afraid of reading the rest.,2
the same as in anger.,1
i found myself a place after looking for one for a long time.,4
an acquaintance of mine revealed himself in a light unexpected to me.,1
"when i noticed that my little sister was sulking, because i could not meet her because of a misunderstanding.",3
when i received the news that my in laws had passed away. i depended heavily on them for their guidance and the running of their daughter's buisness.,5
i had intercourse with someone and then i realized that what i had done was wrong and it disgusted me.,1
when a friend of mine visited me and my house was in a mess.,6
never felt the emotion.,6
when i fell crazily in love with a beautiful girl and she returned my love.,4
lying to a friend about something that was trivial.,6
"whenever i am alone in a dark room, walk alone on the street, sleep alone in the room at night or see something which is only partly visible. this emotion was very strong when as an 8 year old child i saw something horrible.",2
when i was told that i could take a week off and go for a trip with my friends.,4
to talk in a meeting expound my thoughts on a subject. fear delayed me acting to do this.,2
when i overate at lunch.,3
when someone threw a firecracker into my room at 7 00 am in the morning.,0
my last genetices midterm a decent grade.,4
one night i had a very good conversation with two friends. i then realized how worthy they were for me and how happy i was to have them as friends.,4
"i was caught doing something i was not supposed to do. i did something with the person who caught me bribe and even though he promised not to report me, i am still frightened.",2
when my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory.,2
my father died unexpectedly at the age of 53 years. he certainly would have liked to live longer. i was also said because i was confronted with the fact that i would die one day too.,5
i had prepared a special meal for my boyfriend but when my brother came home he ate it all. i was really disgusted about it.,1
insulted by a teacher in front of the class.,6
i felt extreme joy the day i was baptized. i was one with god.,4
i did not do an important job and it had an adverse effect on other people.,6
after i had managed to fail my first year at university i was scared as to what i was going to do with my future. i did not want a mundane 9 5 job and yet i did not know if i could pay my way through an unsubsidized year at university to settle down and continue my studies.,2
"after a busy day i went back to my hostel. i closed the door and had a drink, then i read my favourite book on the bed. suddenly i felt peace and joy.",4
when passing the final examinations for social worker.,4
"my sister in law was about to have a child, and there were some problems. they had to do a caesarean. after a while, everything was all right.",4
continous fear of a nuclear war.,2
"at school, when the only thing people my age could think of was getting rolling drunk. they could not have a good time without firstly getting drunk.",1
"for example, unfair pushing in a bus.",0
"a good friend deceived me. because of that little quarrel our relationship finished, mainly because she was not honest. i was very angry about that.",0
"loneliness, being uncertain of myself in the autumn.",5
when my son omits to carry out certain duties at home that he knows needs doing.,0
"i wanted to clear up a misunderstanding with a friend that i had caused. a third person meddled in our conversation, turned my efforts to ridicule so that i did not succeed in what i had intended.",0
having a fight with a class mate.,0
the lift of stockholm central station stank of vomit and urine.,1
when i was informed that a short story i had written had been accepted for publication.,4
"the final marks were to be given in the morning. i wanted to get there late because i was very afraid. when i arrived there, everybody was very happy and i had also passed. we had a wonderful time all day long.",4
"when my friends died one after the other. the first died in a car accident and the second one recently, due to an illness.",5
when my husband and i decided to take a few days holiday after a particularly trying period.,4
my joy was the joy of meeting again. my husband came home after having been away for weeks for work . i was on the railway station to meet him.,4
"if they force me to eat something i do not like. for example, my parents always twaddle and whine, when i do not eat all the food.",0
"i felt very sad when i was in form three to notice that my friend barley jumbe, had lost very expensive new sports short trousers.",5
"i was disgusted at the behavior of these boys i work with in the scouting program. they showed a lack of interest, unrest, and at times just plain rude behavior.",1
"during an argument between friends, one of them accused me of taking advantage of some other friends who usually come to the university in my car, saying that i ask them too much money for the petrol.",0
a break up with someone i really liked.,5
when i offended my parents without wanting it.,3
i beat my young sister because she refused to wash plates. she started crying and i felt sorry and guilty for what i did.,3
"i was diving below the ice, in a cave, at a depth of 26 metres. visibility was almost zero and the oxygen level decreased threateningly. there were three of us divers on one safety rope.",2
over an argument.,1
waking in morning early morning and having whole day to myself.,4
i read a book about torture. the book described exactly how the torturing was done.,1
my mother was unwell and went for many cancer tests. she spent time in hospital being opened and closed many times.,5
when i forced a close friend of mine to ask a girl things about herself.,3
"when my grandmother passed away. we had been waiting for it as she had been sick for years, but when it happened i found it hard to accept.",5
the day i woke up to find that a kitten i had wanted to keep had been eaten by the neighbour's dogs. it had been locked out by my wife who claimed that it had dirtied the sheets.,5
when i got divorced from my husband after ten years of marriage.,5
when i heard that i had got the best result in school and would be definately selected to the university of zambia.,4
our association had polish visitors and when they were going back by boat i did not go to see them off i am the chairman of the association .,3
"when my father addressed me directly and maliciously, thus including me in the family war .",0
"one winter day i, unwillingly, was outdoors with my younger brother 10 years younger than me . i lost my temper on him and wanted to throw my brother down the snow bank we were on. i pushed him but not as hard as i had wanted to. we were alone the two of us.",0
"i sensed a strong feeling of joy when in the plant, at my working place, i got a message that i was admitted as full time student at the higher agricultural institute.",4
when my father died.,5
the curriculum of the year ! the english course was very heavy. i had not prepared and the teacher asked several questions during class. the students were not ready to answer the questions and the teacher was frustated.,1
"while having a discussion with a colleague of mine, i realized that her conception of man and work were similar to mine.",4
on own reading book. recall came to mind of slight sexual exploitation of a female years ago i.e. had her on even for sexual motives.,6
when i did not buy what i had promised to.,6
before the examn.,2
i was running in front of a crowd when i slipped and fell on a wet lawn.,6
a father helping his kid to fight other kids.,0
"i once saw an old man up the road, fossicking through the rubbish bins and the gutter. i was really disgusted at first but i have seen him a few times since then and now i feel really sorry for him and i often give him cigarettes when i see him, because he mainly goes after cigarette butts and it is revolting.",1
promising to do a task for a friend and just forgetting about it.,3
"when i received my report card in c.o.you. i was afraid of obtaining low marks, but they were much higher than expected.",4
won a prize for effort.,4
when i went for the first time in my life to a nudist beach.,6
"now that the 49ers are winners, the fans are coming out of the woodwork and jumping on the bandwagon and that disgusts me.",1
my friend still trusts me as a friend.,5
when my grandmother died having to see my mother weep.,5
not having owned up to the responsibility an incident where family car received minor damage.,6
i get irritated with my son when he screams or is sick all over his clean clothes.,3
i got angry at a friend of mine whom i caught reading my notebook almanach .,0
when i reproached my friend because i was myself low spirited and disappointed.,3
an unjust calumny concerning me.,0
failed an examn.,5
"accidentally dropped a friends camera flash, so that it was broken.",3
when i received the acceptance form for the second year at university.,4
"when i behaved improperly fought in a public place. afterwards, i felt guilty about my conduct.",3
my teacher's death.,5
"once, when i arrived home very late, my parents had an argument because of this my mother wanted to stand up for me.",3
my son passed grade 7 and was accepted for form i.,4
"after having been told not to take the car, i took it anyway and felt guilty about having taken it.",3
"a couple of years ago during the summer holiday, i was fishing at a lake with my husband. suddenly it started raining while the sun was still shining. i experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music.",4
saw someone licking his dining bowl.,1
"after a meeting ended we started talking about when we would have the next discussion i had many tests the coming week and could not have a meeting in between, i thought that they would understand this as they had always done . they did not understand my problem and thought that i should not have so many other activities. their reaction made me burst into tears.",5
passing a very difficult examination which i did not expect mce.,4
"a friend which i had not seen for years, sent me a small present.",4
"discovering a good friend had lied to me, resulting in a detrimental relationship with another person.",1
when i flew out to my mother and made rude remarks because i felt so tense studied too hard for an examination .,3
i was in my village when a bull jumped over a fence and started chasing my friends and me. we were very frightened till we climbed up a tree.,2
when someone tried to bewitch me and my friends at night.,2
i feel ashamed at the fact that even after 35 years of independence 70 of the indian poulation is still below the poverty line.,6
"as part of the assessment i had to speak on a subject in front of the class. i was not really prepared and i was just reading the stuff i had on a piece of paper, when some of the students asked me something i could not give them an answer. i felt ashamed as i had not prepared the topic.",6
"when i had left my home, my father, under false pretences, got me in his car and drove home where we were all alone. he was seethed with rage because i withrew from his authority. he hit me, kicked me and threatened me.",2
during the lesson the teacher called me and asked me if i had reported that i was late. i pretended that i had but looking at her eyes i knew that she knew that i was lying. i thought that it was really bad luck that she had examined the list of the students who were late.,6
"just arrived in the university, not knowing anybody.",2
"when my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover.",2
"i left my home in melbourne to come to q'land to study and before i hopped in the car i hugged my mother and shook hands with my father. sensing immediately my father's sadness, i also had a flood of the same emotion.",5
there was a lot of irritation between me and a person who lives in the same house where i live. suddenly it became too much for me and i accused him of several things.,0
i was walking alone in the street late at night 2.30 am . it was very quiet. then a man approached me and said hello .,2
when i was responsible for getting my friend run out in a vital cricket match.,3
i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me.,5
a boy who shot dead a squirrel.,3
i felt very sad when i heard that a friend had committed suicide.,5
there was joy in me when i heard that i was to take a course as a medical assistant.,4
i was told that i had passed the statistics exam. i had not expected this so i was very happy.,4
during my last exam.,0
when i married my wife and took her home for the first time.,4
when i do not justify the confidence of people that i respect.,3
after an operation i had to stay in bed for a long time.,5
"i argued with my father on matters concerning marriage. traditionally speaking, i was not supposed to, so i felt guilty of violating my traditions which i must hold in esteem.",3
was accused of having hidden intentions in a situation when i believed i was acting honestly and fairly.,6
did not do what i promised to do for a friend.,3
i had fixed a meeting with my classmates and i missed it as i was tired. besides everyone at the meeting was a stranger to me and i did not want to make friends with them. whatever the reasons i felt guilty.,3
a boy phoned me at night and wanted to talk to me for 30 minutes outside. i thought that he would reveal what he felt and would question me on our relationship. i treated him as a friend and did not want any misunderstandings. therefore i refused to meet him and told him that i would see him the coming day. i was very unhappy as i feared having hurt him and got him into trouble.,2
when i heard that i had made it to the second year at unza.,4
my little brother was arrested by the police at the railway station after he had drunk some beer.,6
when i heard what mark i had got at the entrance examination and i realized my admittance to the university was almost certain.,4
i remember when i was a little boy i broke a swiss dinner set quite involuntarily.,3
i met a certain lady at mchesi and i proposed a word of love to her and at the same time she accepted my proposal.,4
"i felt a physical fear, if i can call it this way, today, in the bus where i was sitting on the first seat. while turning the driver did not see the tram which was making a dash towards us coming from the side i was , and whose driver intended to cross in yellow light.",2
when i crashed by bike into an old lady crossing a road and knocked her down.,3
i was unaware that i had walked the streets in torn trousers.,6
saw my brother in law insulting my sister.,1
i had a car accident.,2
have not felt shame for ages.,6
the cat of my landlady escaped through the window which i had left open.,3
"spoilt, smashed and molded potatoes in the fridge, and having to clean up the dish later.",1
upon reading a story on a serial killer by the name of henry lee lucas who has been given the distinction of killing more people that any other man. i began to wonder if i should take more care for my safety.,2
i played chess with my 12 year old brother. i made a stupid mistake and he won!,0
flicking through a magazine showing pictures of homosexual men committing various acts.,1
